Date,ShareLink,ShareCommentary,Uber Story
9/10/2022,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6974355115889635328,"The FULL story of how I got my first $25k / month consulting client: 
  
  Once I quit Uber and took a little bit of time off, I was ready to start working on what was next. I wanted to start a company. But I didn’t know what I wanted to start.  
  
  I also wondered how I was going to support myself. I couldn’t just keep going without income. I considered if I could help out companies part-time. So, I did some outreach. Or rather, I responded to some LinkedIn inbound recruiters and hiring managers. 
  
  I responded to each of them honestly that I was willing to help them part-time.  
  
  Here’s a sample note I sent: 
  
  Thanks for reaching out. I definitely think my 4 years at Uber could be helpful as AutoX rolls out their self-driving marketplace. Do you see an opportunity for me to help as more of an advisor than a full-time role? I'm currently not in the market for a full-time role, but am open to other arrangements. Let me know your thoughts.  
  
  Cheers, 
  Bradley 
  
  I sent out 12 notes like this. 11 times I got a “no” or just no response. 
  
  One of the 12, however, responded positively back that they were down to get on a call and chat. 
  
  I had my first lead. I didn’t call them leads at that time. I didn’t know anything.  
  
  I jumped on a call with them and talked about my experience at Uber, and inquired about their needs.  
  
  They asked me to send over a proposal of what a working arrangement could look like. I didn’t have a template or any kind of idea what this could look like. So I did what any business minded person does best. I made a deck that included: 
  
  1. My background 
  2. The terms of the agreement including my rate 
  3. The challenges I understood facing the company 
  4. The questions I expected to address 
  5. A sample food delivery marketplace business model 
  
  I sent it over. 
  
  I guess they liked it, because they invited me onsite for an interview (this was long before COVID was an issue). I spoke to a few different members of their team including the CEO and COO. 
  
  I got a call a few days later from the recruiter that they’d like to offer me the contract, but that my rate was a bit too high. 
  
  I had made up some random number calculating my Uber salary, projected equity, added in a huge buffer for health insurance and other contractor costs, and divided by 40 hours per week and 49 weeks per year.  
  
  It came out to $267 per hour. This felt high, but what did I have to lose?  
  
  So when the phone call came in and told me my rate was too high, I got nervous. I couldn’t really defend that rate. But I did something that in hindsight was smart: I asked them to counter. They countered at $250 / hr (only 7% lower than what I’d asked for). I accepted on the spot. Deal.  
  
  While the contract was hourly, if I worked 20 hours per week I’d make $20k per month, and at 25 hours per week, I’d make $25k per month. 
  
  Score! 
  
  I had my first consulting client. And it changed my life forever.  
  
  If you want a copy of the deck I sent over, add a comment below and I'll send it over to you!","The FULL story of how I got my first $25k / month consulting client: 
  
  Once I quit Uber and took a little bit of time off, I was ready to start working on what was next. I wanted to start a company. But I didn’t know what I wanted to start.  
  
  I also wondered how I was going to support myself. I couldn’t just keep going without income. I considered if I could help out companies part-time. So, I did some outreach. Or rather, I responded to some LinkedIn inbound recruiters and hiring managers. 
  
  I responded to each of them honestly that I was willing to help them part-time.  
  
  Here’s a sample note I sent: 
  
  Thanks for reaching out. I definitely think my 4 years at Uber could be helpful as AutoX rolls out their self-driving marketplace. Do you see an opportunity for me to help as more of an advisor than a full-time role? I'm currently not in the market for a full-time role, but am open to other arrangements. Let me know your thoughts.  
  
  Cheers, 
  Bradley 
  
  I sent out 12 notes like this. 11 times I got a “no” or just no response. 
  
  One of the 12, however, responded positively back that they were down to get on a call and chat. 
  
  I had my first lead. I didn’t call them leads at that time. I didn’t know anything.  
  
  I jumped on a call with them and talked about my experience at Uber, and inquired about their needs.  
  
  They asked me to send over a proposal of what a working arrangement could look like. I didn’t have a template or any kind of idea what this could look like. So I did what any business minded person does best. I made a deck that included: 
  
  1. My background 
  2. The terms of the agreement including my rate 
  3. The challenges I understood facing the company 
  4. The questions I expected to address 
  5. A sample food delivery marketplace business model 
  
  I sent it over. 
  
  I guess they liked it, because they invited me onsite for an interview (this was long before COVID was an issue). I spoke to a few different members of their team including the CEO and COO. 
  
  I got a call a few days later from the recruiter that they’d like to offer me the contract, but that my rate was a bit too high. 
  
  I had made up some random number calculating my Uber salary, projected equity, added in a huge buffer for health insurance and other contractor costs, and divided by 40 hours per week and 49 weeks per year.  
  
  It came out to $267 per hour. This felt high, but what did I have to lose?  
  
  So when the phone call came in and told me my rate was too high, I got nervous. I couldn’t really defend that rate. But I did something that in hindsight was smart: I asked them to counter. They countered at $250 / hr (only 7% lower than what I’d asked for). I accepted on the spot. Deal.  
  
  While the contract was hourly, if I worked 20 hours per week I’d make $20k per month, and at 25 hours per week, I’d make $25k per month. 
  
  Score! 
  
  I had my first consulting client. And it changed my life forever.  
  
  If you want a copy of the deck I sent over, add a comment below and I'll send it over to you!"
12/27/2022,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7013572014892269568,"The Freight market in the US is an $800 billion industry, with the Freight Brokerage market being ~10% of that at $80+ billion.  
  
  Here's how Uber Freight started from scratch, broke in, and became worth $1B within 2 years of being founded. 
  
  First, Uber acquired Otto. The acquisition was originally for self-driving tech, but the small team at Otto was also in the process of building a freight marketplace, so Uber inherited that in the acquisition, and with the acquisition, the team kept building the freight marketplace.  
  
  Things that don't scale 
  At this time (early 2017), all loads were moved manually. We were using antiquated freight software, calling truck drivers manually, and moving loads the traditional way: with emails, texts, calls, and old software. We probably moved 5-10 loads per day. 
  
  User Research 
  At the same time, we were building tech. But we didn't know exactly what to build. We needed to do user research and figure out the problems to be solved and jobs to be done. 
  
  So a small group of us would jump on a flight, go to Dallas, TX, and go to truck stops. There we'd interview as many truck drivers as we could, learn their problems, document everything, and compile the results. 
  
  Shipper Sales 
  At the same time, shipper sales reps reached out to medium and enterprise shippers getting loads. They would sell shippers on the future vision of Uber Freight: a digital marketplace where you could track your loads in real-time. By selling the vision, they had a lot of early success, and of course, having the  Uber  name helped a lot in these conversations. 
  
  Product Development 
  Based on our research, we decided to build a driver-facing app that allowed them to book a load directly. While not novel tech, this was quite novel for the freight industry as drivers were used to haggling over the phone.  
  
  As a team, we wanted to grow and move more and more loads. So once the tech was built, we'd try to get as many drivers to use the app as possible. We'd call them, onboard them onto the app, and teach them how to use it. 
  
  We hired a team of call agents who would spend all day every day calling drivers. We found that onboarding them onto the app was useless unless we had a load for them. So we'd actually look at the loads first, then call drivers in that area and onboard them onto the app to accept that load. The more well-paying loads we had, the better our driver app adoption was. 
  
  And that's what we focused on for 2 straight years. When we couldn't get a load taken on the app, we had a team moving freight manually, as our commitment to the shipper was getting the load moved. 
  
  It was a constant balance between growth, automation, and margin, and the entire team would hustle incredibly hard to become a relevant line item before the Uber IPO.  
  
  And by the time Uber would go public, the business unit would be a material line item and is now valued at over $4B, only 5 years after being founded.","The Freight market in the US is an $800 billion industry, with the Freight Brokerage market being ~10% of that at $80+ billion.  
  
  Here's how Uber Freight started from scratch, broke in, and became worth $1B within 2 years of being founded. 
  
  First, Uber acquired Otto. The acquisition was originally for self-driving tech, but the small team at Otto was also in the process of building a freight marketplace, so Uber inherited that in the acquisition, and with the acquisition, the team kept building the freight marketplace.  
  
  Things that don't scale 
  At this time (early 2017), all loads were moved manually. We were using antiquated freight software, calling truck drivers manually, and moving loads the traditional way: with emails, texts, calls, and old software. We probably moved 5-10 loads per day. 
  
  User Research 
  At the same time, we were building tech. But we didn't know exactly what to build. We needed to do user research and figure out the problems to be solved and jobs to be done. 
  
  So a small group of us would jump on a flight, go to Dallas, TX, and go to truck stops. There we'd interview as many truck drivers as we could, learn their problems, document everything, and compile the results. 
  
  Shipper Sales 
  At the same time, shipper sales reps reached out to medium and enterprise shippers getting loads. They would sell shippers on the future vision of Uber Freight: a digital marketplace where you could track your loads in real-time. By selling the vision, they had a lot of early success, and of course, having the  Uber  name helped a lot in these conversations. 
  
  Product Development 
  Based on our research, we decided to build a driver-facing app that allowed them to book a load directly. While not novel tech, this was quite novel for the freight industry as drivers were used to haggling over the phone.  
  
  As a team, we wanted to grow and move more and more loads. So once the tech was built, we'd try to get as many drivers to use the app as possible. We'd call them, onboard them onto the app, and teach them how to use it. 
  
  We hired a team of call agents who would spend all day every day calling drivers. We found that onboarding them onto the app was useless unless we had a load for them. So we'd actually look at the loads first, then call drivers in that area and onboard them onto the app to accept that load. The more well-paying loads we had, the better our driver app adoption was. 
  
  And that's what we focused on for 2 straight years. When we couldn't get a load taken on the app, we had a team moving freight manually, as our commitment to the shipper was getting the load moved. 
  
  It was a constant balance between growth, automation, and margin, and the entire team would hustle incredibly hard to become a relevant line item before the Uber IPO.  
  
  And by the time Uber would go public, the business unit would be a material line item and is now valued at over $4B, only 5 years after being founded."
12/17/2021,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6877673714230685696,"The difference between a $5k project and $20k project can come down to two simple things: 
    
  1. You asked for $20k 
  2. You have a refined, concise niche where the client sees value 
    
  To close high-paying projects you genuinely enjoy, you need a curated niche that’s concise, tangible, and effective. 
    
  Most professionals struggle with this, even marketing professionals! You're not alone, and we're here to help. You need a one sentence statement that just hits. 
  
  Over hundreds of customer calls, I’ve learned the best way to help you navigate this, it's one of biggest value-adds of the Accelerator. 
  
    
  You can think about it like this: 
  If you could picture your ideal client, the one company or individual that if they found YOU, they’d say “oh my, this is incredible, I need you working on my company NOW.” What is that situation for you? 
    
  
  Let me give an example to make this more tangible. For me, I had launched Uber Eats in Miami and Milan. So when a self-driving company was looking to launch a food delivery marketplace and got in contact with me, it was a no-brainer for them. 
    
  
  I had the playbook, I had done it twice successfully, and I could help them avoid expensive and time-intensive mistakes. When I told them about my experience and what it was like to launch those markets, I’m pretty sure I could have pitched them nearly any monthly rate and they would’ve accepted. 
    
  
  They NEEDED my experience. (And they were super well-funded, so they could afford a high rate!) 
    
  
  Let’s bring this back to you. Who’s that client for you? What is the situation they’re in where if they found you, they’d jump out of their chair in excitement, and beg you to help them? 
    
  
  While not every client you have is going to fit that category, this is how you find your niche. 
  
  I’ve now updated my HQ, because my superpower is helping YOU refine your niche into one powerful sentence. 
  
  #consultingtips #niche #5figureconsultingdeals","The difference between a $5k project and $20k project can come down to two simple things: 
    
  1. You asked for $20k 
  2. You have a refined, concise niche where the client sees value 
    
  To close high-paying projects you genuinely enjoy, you need a curated niche that’s concise, tangible, and effective. 
    
  Most professionals struggle with this, even marketing professionals! You're not alone, and we're here to help. You need a one sentence statement that just hits. 
  
  Over hundreds of customer calls, I’ve learned the best way to help you navigate this, it's one of biggest value-adds of the Accelerator. 
  
    
  You can think about it like this: 
  If you could picture your ideal client, the one company or individual that if they found YOU, they’d say “oh my, this is incredible, I need you working on my company NOW.” What is that situation for you? 
    
  
  Let me give an example to make this more tangible. For me, I had launched Uber Eats in Miami and Milan. So when a self-driving company was looking to launch a food delivery marketplace and got in contact with me, it was a no-brainer for them. 
    
  
  I had the playbook, I had done it twice successfully, and I could help them avoid expensive and time-intensive mistakes. When I told them about my experience and what it was like to launch those markets, I’m pretty sure I could have pitched them nearly any monthly rate and they would’ve accepted. 
    
  
  They NEEDED my experience. (And they were super well-funded, so they could afford a high rate!) 
    
  
  Let’s bring this back to you. Who’s that client for you? What is the situation they’re in where if they found you, they’d jump out of their chair in excitement, and beg you to help them? 
    
  
  While not every client you have is going to fit that category, this is how you find your niche. 
  
  I’ve now updated my HQ, because my superpower is helping YOU refine your niche into one powerful sentence. 
  
  #consultingtips #niche #5figureconsultingdeals"
5/8/2022,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6929156781348704256,"The biggest move I ever made to up-level my career: I quit my job.  
  
  I loved being at Uber. But when I was there, I was wrapped up in it, making me completely blinded to the other opportunities outside the company. 
  
  Once I quit, I explored a ton and opened my eyes up to one simple fact: there are a ton of different ways to make money: 
  
  -I bought a tiny ecommerce business and sold online 
  -I made a few placements from my network at tech companies 
  -I started a blog 
  -I consulted 
  -I sold courses on how to consult 
  -I eventually started my own software company 
  
  I learned new skills. Met a ton of great people. And eventually got to where I'd always wanted: running my own business.  
  
  AND I used the money I was making from consulting to fund my life while I started my own company.  
  
  I never knew any of this was possible. And the only way I could find out was to quit, and explore.  
  
  It was scary, but I believed in myself. And very quickly I saw that I'd be just fine on my own.","The biggest move I ever made to up-level my career: I quit my job.  
  
  I loved being at Uber. But when I was there, I was wrapped up in it, making me completely blinded to the other opportunities outside the company. 
  
  Once I quit, I explored a ton and opened my eyes up to one simple fact: there are a ton of different ways to make money: 
  
  -I bought a tiny ecommerce business and sold online 
  -I made a few placements from my network at tech companies 
  -I started a blog 
  -I consulted 
  -I sold courses on how to consult 
  -I eventually started my own software company 
  
  I learned new skills. Met a ton of great people. And eventually got to where I'd always wanted: running my own business.  
  
  AND I used the money I was making from consulting to fund my life while I started my own company.  
  
  I never knew any of this was possible. And the only way I could find out was to quit, and explore.  
  
  It was scary, but I believed in myself. And very quickly I saw that I'd be just fine on my own."
10/5/2022,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6983485327734702081,"The 3 crucial components of a great consulting niche: 
  
  1. One sentence that describes what you do and how you do it 
  
  2. Who you do it for (your ideal client) 
  
  3. Accomplishments to back up your offer that qualifies you to do it 
  
  A good example:  
  
  What you do and how you do it:  
  I build full-stack web applications in record time (in as little as two weeks), bringing your MVP to market in record speed. 
  
  Who you do it for (ideal client):  
  My ideal partner is a pre-product start-up with non-technical founders that have completed some fundraising, and needs a reliable engineering resource to bring their first product to market. I work with the founders to build their initial web platform, and can also help hire a full time CTO / build out a full engineering team. 
  
  Accomplishments (what qualifies you to do it) 
  1. In the first six months of 2022, I built the entire product for a Winter 22 YCombinator company from the ground up. Based on the MVP, the company raised $5.5 million in May 2022. 
  
  2. I founded a B2B tech start-up in November 2019. We had dozens of enterprise customers, $81K in ARR, and it was acquired in June 2021. 
  
  3. As a software developer at Uber, I launched Touchless Loads in only two weeks, which now saves the company over $9 million a year.","The 3 crucial components of a great consulting niche: 
  
  1. One sentence that describes what you do and how you do it 
  
  2. Who you do it for (your ideal client) 
  
  3. Accomplishments to back up your offer that qualifies you to do it 
  
  A good example:  
  
  What you do and how you do it:  
  I build full-stack web applications in record time (in as little as two weeks), bringing your MVP to market in record speed. 
  
  Who you do it for (ideal client):  
  My ideal partner is a pre-product start-up with non-technical founders that have completed some fundraising, and needs a reliable engineering resource to bring their first product to market. I work with the founders to build their initial web platform, and can also help hire a full time CTO / build out a full engineering team. 
  
  Accomplishments (what qualifies you to do it) 
  1. In the first six months of 2022, I built the entire product for a Winter 22 YCombinator company from the ground up. Based on the MVP, the company raised $5.5 million in May 2022. 
  
  2. I founded a B2B tech start-up in November 2019. We had dozens of enterprise customers, $81K in ARR, and it was acquired in June 2021. 
  
  3. As a software developer at Uber, I launched Touchless Loads in only two weeks, which now saves the company over $9 million a year."
2/18/2021,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6768216244299563008,"Successful independent consultants: what's one thing that's helped you the most in being successful on your journey? 
  
  For me, it was honing my niche and finding a way to present that in a way that made tangible sense to clients, legitimized my experience, and clearly communicated the value I could bring. 
  
  Instead of telling clients I  worked in Operations for Uber for 4.5 years. 
  
  I would say  I specialize in launching and scaling two and three sided B2B and B2C marketplaces given my experience launching UberEATS in Miami and Milan and Uber Freight in the US. 
  
  What's something that's helped you? 
  
  #freelancelife #consulting #workforyourself #consultingtips","Successful independent consultants: what's one thing that's helped you the most in being successful on your journey? 
  
  For me, it was honing my niche and finding a way to present that in a way that made tangible sense to clients, legitimized my experience, and clearly communicated the value I could bring. 
  
  Instead of telling clients I  worked in Operations for Uber for 4.5 years. 
  
  I would say  I specialize in launching and scaling two and three sided B2B and B2C marketplaces given my experience launching UberEATS in Miami and Milan and Uber Freight in the US. 
  
  What's something that's helped you? 
  
  #freelancelife #consulting #workforyourself #consultingtips"
5/12/2020,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6666003065398788097,"Six years ago today I walked into the Uber office for the first time, and was immediately confronted by my new boss trying to figure out SQL to correctly pay the drivers. 
  
  I had left a great job in consulting to take a leap into this start-up. Yes, it was a start-up. I was onboarding drivers manually. We were handing out phones. I went down to UNC during orientation with my pitch, and why riders should sign up. Most didn’t want to give their credit card info to “some app.” 
  
  While consulting, I got one piece of advice that made joining Uber easier. A 5 year vet at the firm told me,  Bradley - you can get very comfortable here. Don’t. If you get an opportunity, take it. You can always come back if it doesn’t work out. 
  
  Taking that leap to Uber changed my life. I went from managing North Carolina markets, to launching UberEATS in Miami and Milan, to launching Uber Freight in the US, to independent consulting for start-ups, and now starting my own business. 
  
  Those opportunities at Uber taught me so much both personally and professionally, and gave me the confidence to take harder and bigger leaps. 
  
  You will get a piece of advice in your career that will change the course of it. Don’t be afraid to take the leap, whatever that leap is for you.  
  
  What’s the worst that happens?","Six years ago today I walked into the Uber office for the first time, and was immediately confronted by my new boss trying to figure out SQL to correctly pay the drivers. 
  
  I had left a great job in consulting to take a leap into this start-up. Yes, it was a start-up. I was onboarding drivers manually. We were handing out phones. I went down to UNC during orientation with my pitch, and why riders should sign up. Most didn’t want to give their credit card info to “some app.” 
  
  While consulting, I got one piece of advice that made joining Uber easier. A 5 year vet at the firm told me,  Bradley - you can get very comfortable here. Don’t. If you get an opportunity, take it. You can always come back if it doesn’t work out. 
  
  Taking that leap to Uber changed my life. I went from managing North Carolina markets, to launching UberEATS in Miami and Milan, to launching Uber Freight in the US, to independent consulting for start-ups, and now starting my own business. 
  
  Those opportunities at Uber taught me so much both personally and professionally, and gave me the confidence to take harder and bigger leaps. 
  
  You will get a piece of advice in your career that will change the course of it. Don’t be afraid to take the leap, whatever that leap is for you.  
  
  What’s the worst that happens?"
2/8/2023,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7029205359693033472,"Q1 2019, Uber lost nearly $1 billion when it reported earnings. 
  
  And this wasn’t new: the company often lost nearly $1B per quarter as we heavily invested in the global expansion of Rides and Eats and then additional but significant bets on Autonomous Vehicles, Freight, and VTOL (flying cars). 
  
  My experience in 2014 reflected this.  
  
  As crazy as it was, when I first started we didn’t have a P&L for each city (we soon did get one!) but the truth is, we were focused on growth, and the company was willing to invest heavily in rider and driver incentives to scale quickly and fend off the competition. 
  
  When I launched Uber Eats in Miami, I had to come up with a 12-month P&L for the city.  
  
  By the end of the 12 months, the model showed us squeaking out a profit (barely). When the Head of Uber Eats questioned me on it, I didn’t have much of a response: the unit economics of that business were brutal, and only a perfectly run marketplace would make any money. 
  
  Fast forward to today, excluding a UK settlement, free cash flow for Uber was $430 million for Q4 2022. 
  
  Further, the Delivery business line brought in an adjusted EBITDA of $241 million in Q4 2022.  
  
  While I’m not on the inside anymore, I can’t understate this incredible achievement for the entire Uber team. 
  
  While it certainly wasn’t perfectly executed (far from it!!), the people that built Uber from day 1 until today have a ton to be proud of in bringing a life-changing company to cities around the world, taking on billions of VC money, going through an up and down rollercoaster of wins and failures, to a profitable, growing, sustainable company. 
  
  Congrats team!","Q1 2019, Uber lost nearly $1 billion when it reported earnings. 
  
  And this wasn’t new: the company often lost nearly $1B per quarter as we heavily invested in the global expansion of Rides and Eats and then additional but significant bets on Autonomous Vehicles, Freight, and VTOL (flying cars). 
  
  My experience in 2014 reflected this.  
  
  As crazy as it was, when I first started we didn’t have a P&L for each city (we soon did get one!) but the truth is, we were focused on growth, and the company was willing to invest heavily in rider and driver incentives to scale quickly and fend off the competition. 
  
  When I launched Uber Eats in Miami, I had to come up with a 12-month P&L for the city.  
  
  By the end of the 12 months, the model showed us squeaking out a profit (barely). When the Head of Uber Eats questioned me on it, I didn’t have much of a response: the unit economics of that business were brutal, and only a perfectly run marketplace would make any money. 
  
  Fast forward to today, excluding a UK settlement, free cash flow for Uber was $430 million for Q4 2022. 
  
  Further, the Delivery business line brought in an adjusted EBITDA of $241 million in Q4 2022.  
  
  While I’m not on the inside anymore, I can’t understate this incredible achievement for the entire Uber team. 
  
  While it certainly wasn’t perfectly executed (far from it!!), the people that built Uber from day 1 until today have a ton to be proud of in bringing a life-changing company to cities around the world, taking on billions of VC money, going through an up and down rollercoaster of wins and failures, to a profitable, growing, sustainable company. 
  
  Congrats team!"
7/13/2022,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6953001923604086784,"Partnering with a former Uber colleague to consult removed my need to do lead gen, and resulted in the largest 5-figure per month deals I’d ever closed.  
  
  Here’s how it worked: 
  
  1. Importantly, this person is a close friend and former colleague, meaning I trust him. This is crucial because we created a partnership LLC and shared a bank account. Only do this with someone you fully trust. 
  
  2. His niche is completely different but complimentary to mine. He's an expert in BD, Sales, and Marketing. I'm in Operations, Strategy, and Launch.  
  
  3. He'd scour his network, get calls set-up, and then I'd join to help scope projects and close deals. 
  
  4. Sometimes it made more sense for one of us to take the project alone, and we would do that. Otherwise we split every project 50/50 without worrying about minor  I did more work on this one  convos. It all came out in the wash. 
  
  5. We'd pitch ourselves as this dynamic duo that could do BD / Marketing but also Operations and Automation. For many of our logistics clients, it was the perfect combo. 
  
  6. Because we could add so much more value to our clients, we could charge a lot more. Our biggest deal was $35k / month for part-time work! 
  
  Regardless of your skillset, finding a compliment to you and joining forces can make a lot of sense, and remove the part of the business you dislike doing. 
  
  Have additional questions for how this worked? I'll answer the first 5 questions in the comments!","Partnering with a former Uber colleague to consult removed my need to do lead gen, and resulted in the largest 5-figure per month deals I’d ever closed.  
  
  Here’s how it worked: 
  
  1. Importantly, this person is a close friend and former colleague, meaning I trust him. This is crucial because we created a partnership LLC and shared a bank account. Only do this with someone you fully trust. 
  
  2. His niche is completely different but complimentary to mine. He's an expert in BD, Sales, and Marketing. I'm in Operations, Strategy, and Launch.  
  
  3. He'd scour his network, get calls set-up, and then I'd join to help scope projects and close deals. 
  
  4. Sometimes it made more sense for one of us to take the project alone, and we would do that. Otherwise we split every project 50/50 without worrying about minor  I did more work on this one  convos. It all came out in the wash. 
  
  5. We'd pitch ourselves as this dynamic duo that could do BD / Marketing but also Operations and Automation. For many of our logistics clients, it was the perfect combo. 
  
  6. Because we could add so much more value to our clients, we could charge a lot more. Our biggest deal was $35k / month for part-time work! 
  
  Regardless of your skillset, finding a compliment to you and joining forces can make a lot of sense, and remove the part of the business you dislike doing. 
  
  Have additional questions for how this worked? I'll answer the first 5 questions in the comments!"
5/17/2022,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6932368442222108672,"Our May Accelerator cohort kicked off yesterday with 4 AWESOME participants, who are all excited to launch and grow their independent consulting businesses. 
  
  The first day of the cohort is such an energizing one for me and our customers: we go through their niche and ideal client, which really starts to formalize the reality of this for them. 
  
  Most of them are looking to utilize 15-20 hours of extra time in their week to work part-time, make great money, and enjoy adding value to interesting clients. 
  
  One key thing we cover in the session is how important it is to have a niche that's a 1-2 sentence, impactful way to communicate what I do, and how I add value to your company. 
  
  It's MUCH easier said than done, and it's one of the biggest areas we help customers. 
  
  It's the difference from saying:  
  
  Hi I'm Bradley. I worked in Operations and Launch at Uber and now I'm consulting for companies to help them grow and scale   
  
  to 
  
  Hi I'm Bradley. I specialize in launching and scaling 3-sided B2C marketplaces for early stage, post product market fit companies given my experience launching Uber Eats in Miami and Milan. 
  
  You know EXACTLY what I do and how I help you. And further, I'm validated given my past experience! And that's the goal with that one sentence. 
  
  If you were asked to explain your value add in one sentence, could you do it?","Our May Accelerator cohort kicked off yesterday with 4 AWESOME participants, who are all excited to launch and grow their independent consulting businesses. 
  
  The first day of the cohort is such an energizing one for me and our customers: we go through their niche and ideal client, which really starts to formalize the reality of this for them. 
  
  Most of them are looking to utilize 15-20 hours of extra time in their week to work part-time, make great money, and enjoy adding value to interesting clients. 
  
  One key thing we cover in the session is how important it is to have a niche that's a 1-2 sentence, impactful way to communicate what I do, and how I add value to your company. 
  
  It's MUCH easier said than done, and it's one of the biggest areas we help customers. 
  
  It's the difference from saying:  
  
  Hi I'm Bradley. I worked in Operations and Launch at Uber and now I'm consulting for companies to help them grow and scale   
  
  to 
  
  Hi I'm Bradley. I specialize in launching and scaling 3-sided B2C marketplaces for early stage, post product market fit companies given my experience launching Uber Eats in Miami and Milan. 
  
  You know EXACTLY what I do and how I help you. And further, I'm validated given my past experience! And that's the goal with that one sentence. 
  
  If you were asked to explain your value add in one sentence, could you do it?"
8/3/2020,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6696166238831423488,"Often I hear about a colleague having a consulting gig fall in their lap. It's a past manager, a friend, or someone they used to work with.  
  
  And all of a sudden they're making money part-time, on the side, adding value to that company, and loving it. 
  
  But now they're running a small business. Do they need an LLC? What should their rate be? How do they hone their niche for future clients? 
  
  Coming from Operations at Uber, I worked hard over my first 9 months consulting to hone my niche, determine my rate, get my LLC to the right spot before I really felt comfortable closing clients. And then, it became like second nature.  
  
  I now use those experiences to help others get to that point. Where finding and closing clients is second nature.  
  
  Are you in that spot right now? Are you thinking about freelance consulting but not sure what your rate should be or how to define your niche?  
  
  ⬇️ Post your question in the comments! 
  
  #freelance #mylance #getstarted #sideincome #youmightendupleavingyourjob","Often I hear about a colleague having a consulting gig fall in their lap. It's a past manager, a friend, or someone they used to work with.  
  
  And all of a sudden they're making money part-time, on the side, adding value to that company, and loving it. 
  
  But now they're running a small business. Do they need an LLC? What should their rate be? How do they hone their niche for future clients? 
  
  Coming from Operations at Uber, I worked hard over my first 9 months consulting to hone my niche, determine my rate, get my LLC to the right spot before I really felt comfortable closing clients. And then, it became like second nature.  
  
  I now use those experiences to help others get to that point. Where finding and closing clients is second nature.  
  
  Are you in that spot right now? Are you thinking about freelance consulting but not sure what your rate should be or how to define your niche?  
  
  ⬇️ Post your question in the comments! 
  
  #freelance #mylance #getstarted #sideincome #youmightendupleavingyourjob"
8/24/2020,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6703695387850534913,"Nothing is given to you in the professional world. Even with an incredible boss, the only person looking out for you is you. 
  
  For me, this came in two parts: 
  
  1. Knowing what I wanted 
  2. Asking for and in some cases pushing hard to take steps in that direction 
  
  My favorite anecdote for this is after I launched UberEATS in Miami, Uber told me I didn't have enough experience to be a GM. So, I decided to get more launch experience, and I'd always wanted to work abroad.  
  
  I knew Uber was launching EATS in Europe, so I went on the internal job board, and applied to be the UberEATS GM in Madrid. Mind you, I'm not fluent in Spanish and there was no way they'd give me this role.  
  
  BUT, it got me on the phone with the recruiter where I told them I'd just successfully launched Miami, and I could help with Europe. She got me in touch with the Regional General Manager and after a quick conversation, they asked me to get on a plane to Amsterdam to help with the Europe launches. 
  
  A few weeks after getting there, they tasked me with launching Milan UberEATS, and helping with Madrid.  
  
  There was no JD. There was no  launch UberEATS in Milan  role. I knew what I wanted, and I pushed to make it happen. 
  
  Ask for what you want and fight for it when necessary. Agree? Disagree? Comment below!","Nothing is given to you in the professional world. Even with an incredible boss, the only person looking out for you is you. 
  
  For me, this came in two parts: 
  
  1. Knowing what I wanted 
  2. Asking for and in some cases pushing hard to take steps in that direction 
  
  My favorite anecdote for this is after I launched UberEATS in Miami, Uber told me I didn't have enough experience to be a GM. So, I decided to get more launch experience, and I'd always wanted to work abroad.  
  
  I knew Uber was launching EATS in Europe, so I went on the internal job board, and applied to be the UberEATS GM in Madrid. Mind you, I'm not fluent in Spanish and there was no way they'd give me this role.  
  
  BUT, it got me on the phone with the recruiter where I told them I'd just successfully launched Miami, and I could help with Europe. She got me in touch with the Regional General Manager and after a quick conversation, they asked me to get on a plane to Amsterdam to help with the Europe launches. 
  
  A few weeks after getting there, they tasked me with launching Milan UberEATS, and helping with Madrid.  
  
  There was no JD. There was no  launch UberEATS in Milan  role. I knew what I wanted, and I pushed to make it happen. 
  
  Ask for what you want and fight for it when necessary. Agree? Disagree? Comment below!"
5/13/2023,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7063129560103407616,"Since 2019, I've made over $550k as a consultant working part-time and found a great recipe for what makes a winning proposal. 
  
  I use the same 4 sections every time, and it works. 
  
  I made a copy of the proposal that won me a $21k project a few years back. 
  
  Reply with the comment  proposal  & I'll send it to you for free",Nope
